,energy,automotive industry,auto insurance,second hand car,mobile phone,mercedes benz,electrical appliance,wifi,clothing,shoes,underwear,electricity,gasoline,tobacco,video game,t-shirt,natural gas,health care,furniture,interior design,ebook,novel,footwear,lingerie,real estate,life insurance,dessert,potato,coffee,bottled water,margarine,offal,juice,jam,veterinarians,amusement park,television,hairdresser,timber,travel agency,nightclub,fur,vitamins,petroleum,beer,lawyer,renovation,restaurant
10,57.0,3.855916856563962,0.0,41.61428449917607,188.8648046619608,53.77851567032735,0.0,21.127264264751528,123.6693139078949,72.94496990979077,8.890334348706714,38.12683318005573,19.948501500782726,0.0,260.56749558475815,28.311179394926306,2.56382024095998,3.8407062152527645,62.81446166761729,50.75651701268111,5.248328394147931,4.177793817350799,0.0,11.590455530285988,138.89352503930297,1.2779462618534958,12.329777452466365,21.30321702048062,33.931034720109956,0.0,0.0,0.0,0.0,43.29687738975987,4.703756468552589,0.0,290.6421509165136,5.314253791468199,0.0,20.7229532783285,15.632108274767067,37.01574915063788,27.146126593615126,14.115545193638594,10.916961413781168,20.38499796290562,0.0,290.4403103558312
11,63.0,0.0,0.0,65.10621929709805,168.52551800605735,59.66054082176941,0.0,16.53438072893598,131.80545298078272,85.48238661303606,3.2753863389972104,33.01705141365652,0.0,0.0,301.9274155188467,10.556710960819979,10.08435961444259,2.511230986896038,56.163518667516634,65.16039346222576,14.189924917511073,0.0,0.0,7.194075846384407,137.1997015632139,0.0,16.755851409761984,12.173266868846069,38.02615960012322,0.0,0.0,0.7417765021613166,0.0,33.67534908092434,0.0,2.8189597520384733,279.2444195080229,13.081240102075569,0.0,15.542214958746374,17.991671787939456,0.0,0.0,8.592070987432189,18.94413892391438,26.79171160839024,0.0,275.67215898180586
12,55.0,1.2394018467527022,0.0,43.62787891042653,183.05357990313126,72.26488043200239,0.0,22.505129325496195,126.92376953705003,64.9666138259074,7.720553513350567,19.653006793843165,12.779508773938932,0.0,322.60737548589105,20.153720925201778,6.153168578303953,0.0,67.24842366768438,39.78213495588519,15.550602649327203,4.381588637709374,0.0,0.0,135.50587808712484,0.0,0.0,13.694925227451828,35.686088240115645,0.0,4.781089903964808,0.0,10.438895900285335,30.926340992685624,9.407512937105178,0.0,256.4489566910414,40.878875318986154,3.5562565734549016,17.269127731940415,15.337162835620518,44.418898980765455,14.930369626488318,16.979568856115993,24.723706731210292,40.76999592581124,0.0,275.67215898180586
13,51.0,1.4230169351605098,0.0,44.29907704751001,194.67602942079037,84.02893073488649,0.0,31.690896397127293,107.39703576211926,71.8052047549503,3.3923644225328253,20.04606692972003,8.727469406592443,2.8959666080454682,310.1993995056645,23.512674412735407,5.8113258795092895,0.0,42.86163266731533,58.98730355527805,10.107891722062684,0.0,2.605426252682725,13.38897449188209,145.6688189436592,0.0,7.271407215557088,6.593852887291621,0.0,0.0,0.0,1.1264013551338512,0.0,24.741072794148497,5.608325020197318,0.0,330.53421084623113,0.0,0.0,18.708221709602117,15.337162835620518,0.0,11.40137316931835,8.592070987432189,25.044793831615618,39.02271038613361,0.0,300.2857446051814
14,42.0,0.0,1.978641616652355,44.29907704751001,171.43113038547213,78.98719489079329,0.0,30.772319689964185,162.72278145775644,77.5040305291527,7.01868501213688,22.011367609104344,19.325110828883265,2.450433283730781,335.0153514661176,32.149983380679025,0.0,2.289651782169917,50.25156933409382,46.641123741382636,12.440482119461763,9.884048787390913,0.0,0.0,118.56764332623425,0.0,13.278221871886856,15.723803038926173,27.495838480089102,0.0,2.199301355823812,0.0,16.059839846592826,28.86458492650658,4.884670178881535,6.150457640811214,290.6421509165136,20.030648906303213,0.0,16.981308936408077,18.8765081053791,0.0,7.8723767121483865,6.341766681199949,12.201309815402482,23.297140529034994,0.0,339.6674816025822
15,58.0,1.7902471119761254,0.0,55.03824724084577,168.52551800605735,77.30661627609557,0.0,29.39445462921952,109.02426357669682,78.64379568399318,4.562145257888972,31.444810870149063,9.039164742542173,0.0,268.83947957157585,22.552973416297228,0.0,0.0,51.72955666744952,37.72443832023596,3.6932681292152103,0.0,3.6377649565758796,9.59210112851254,140.58734851539202,0.0,0.0,8.622730698765965,38.61117744012512,0.0,0.0,0.0,7.387526329432698,0.0,8.322030675131504,2.9043827748275177,284.9432852122682,11.03729633612626,0.0,16.117852549811055,12.977599322448132,0.0,12.75867949899911,15.547557024877293,26.65022933364226,17.472855396776243,0.0,290.4403103558312
16,66.0,0.0,0.0,37.58709567667516,148.18623135015386,69.74401250995578,0.0,27.098012861311748,113.90594702042952,85.48238661303606,2.4565397542479075,19.653006793843165,0.0,1.4479833040227341,272.97547156498473,24.952225907392677,16.75029224093854,0.0,37.688677000570365,54.871910283979574,7.969683857780192,0.0,2.703744224482073,0.0,142.2811719914811,5.111785047413983,11.697481172852706,7.101072340160207,33.931034720109956,1.358664354068269,0.0,0.0,0.0,6.185268198537124,9.76934035776307,0.0,262.1478223952868,7.358197557417507,3.082089030327581,18.708221709602117,11.502872126715388,0.0,10.858450637446051,12.069814006154742,24.402619630804963,35.528139306778364,0.0,280.59487610648097
17,83.0,0.0,0.0,34.23110499125774,174.33674276488688,61.34111943646713,0.0,22.964417679077748,117.16040264958464,94.6005078517599,7.135663095672494,19.259946657966303,14.337985453687583,5.569166553933592,268.83947957157585,47.985049821908994,0.0,0.0,38.427670667248215,44.583427105733406,16.13375024867697,0.0,1.3272926192911996,5.995063205320339,127.03676070667954,0.0,8.852147914591237,28.404289360640828,14.625446000047393,0.0,0.0,0.0,0.0,22.679316727969457,7.960203254473612,5.467073458498858,416.01719640991166,18.39549389354377,1.6595864009456207,18.996040505134456,15.632108274767067,60.70582860704612,8.415299244020689,9.41036346242573,11.559135614591824,31.45113971419724,0.0,270.74944185713076
18,89.0,0.0,1.6565371674298786,36.91589753959168,168.52551800605735,60.50083012911826,0.0,27.098012861311748,133.4326807953603,76.36426537431223,4.679123341424586,20.04606692972003,10.597641422290822,2.0605916249554292,252.29551159794042,26.871627900269036,9.742516915647926,6.795095611601044,40.64465166728177,48.69882037703188,5.8314759934977,0.0,1.4747695769902216,5.19572144461096,113.48617289796707,1.6868890656466144,6.322962796136598,16.231022491794757,30.42092768009858,0.0,0.0,0.0,0.0,17.868552573551693,13.56852827467093,0.0,302.0398823250043,17.577916387164045,0.0,23.88896002918424,15.632108274767067,0.0,10.858450637446051,10.842375293664428,8.990438811349197,34.945710793552486,2.0980400449426315,295.3630274805063
19,88.0,0.0,3.4971340201297436,47.655067732927435,165.61990562664255,56.29938359237394,0.0,33.98733816503507,112.27871920585196,66.10637898074789,6.784728845065651,24.369728424365523,5.922211383044872,0.0,248.15951960453154,25.432076405611763,3.589348337343973,0.0,55.42452500083878,54.871910283979574,5.637093460381111,0.0,0.0,5.995063205320339,121.95529027841236,0.0,10.432888613625385,16.738241944663347,35.10107040011375,0.0,0.0,0.0,0.0,30.239088970625943,8.141116964802558,1.7938834785699374,313.4376137334951,15.125183868024877,0.0,14.390939776617014,12.092763005008488,0.0,13.03014076493526,12.888106481148283,16.69652922107708,34.945710793552486,0.0,310.13117885453164
20,100.0,1.5607282514663656,2.5308206724623146,34.902303128341224,156.90306848839822,54.61880497767622,0.0,21.127264264751528,89.49752980176605,79.78356083883365,0.0,20.832187201473754,18.390024821034075,3.1187332702028123,244.0235276111227,26.871627900269036,9.058831518058598,3.4714075407092295,34.73270233385897,41.839831591534434,8.358448924013372,0.0,0.0,8.393088487448475,105.01705551752175,0.0,11.381333033045877,0.0,18.720570880060666,0.0,1.9602468606255712,0.0,0.0,28.177332904446903,12.844873433355147,8.542302278904463,353.32967366321265,11.446085089316123,0.0,16.405671345343396,14.747271957327422,35.53511918461236,9.229683041829142,15.956703262374063,16.69652922107708,31.45113971419724,0.0,305.2084617298565
21,66.0,3.442782907646395,0.0,34.902303128341224,174.33674276488688,53.77851567032735,0.0,26.63872450773019,109.02426357669682,86.62215176787655,2.105605503641064,25.548908831996112,10.285946086341093,0.0,252.29551159794042,20.633571423420868,3.2475056385493084,3.397547805800522,45.817607334026725,41.839831591534434,0.0,3.3626145359164963,0.0,8.992594807980508,113.48617289796707,0.0,18.652740248602964,0.0,28.665874160092894,0.0,0.0,0.0,4.496755157045991,38.48611323534211,6.874720992499938,0.0,341.9319422547219,8.17577506379723,2.702754995825725,17.269127731940415,11.502872126715388,0.0,11.129911903382203,17.797861331109534,22.15500992796766,32.61599674064899,0.0,280.59487610648097
22,96.0,0.0,0.0,23.491934797921974,145.28061897073908,42.01446536744324,1.8477466177982136,29.39445462921952,91.12475761634362,67.24614413558837,11.697808353561467,31.051750734272197,8.104078734692981,1.8378249627980856,256.43150359134927,25.432076405611763,6.665932626495949,0.0,40.64465166728177,38.410337198785705,9.330361589596322,2.445537844302907,0.0,16.186670654364914,125.34293723059048,0.0,14.226666291307344,17.752680850400516,42.1212844801365,0.0,0.0,0.8241961135125739,0.0,17.18130055149201,15.377665377960387,0.0,381.82400218443945,24.936113944581553,0.0,19.283859300666798,10.028144930982647,0.0,7.600915446212235,11.046948412412814,32.10871004053285,25.626854581938492,0.0,251.05857335843032
23,65.0,0.0,2.5308206724623146,39.600690087925614,162.71429324722777,60.50083012911826,0.0,28.016589568474853,100.888124503809,67.24614413558837,8.305443931028641,16.50852570682826,12.779508773938932,0.0,339.1513434595264,31.670132882459935,6.836853975893281,0.0,49.51257566741598,55.557809162529324,2.91573799674885,2.649332664661482,4.915898589967405,7.393911286561751,123.64911375450141,0.0,0.0,32.969264436458104,36.27110608011754,0.0,1.24308337503085,0.0,3.2119679693185645,22.679316727969457,6.512893571842047,3.5023439343508302,569.8865704245364,15.942761374404599,3.3665895562039734,16.981308936408077,19.4663989836722,0.0,11.129911903382203,10.024082818670887,28.57675193607423,26.79171160839024,0.0,246.13585623375525
24,43.0,2.8919376424229717,0.0,48.32626587001092,177.24235514430168,50.41735844093189,0.0,29.853742982801073,92.75198543092118,69.52567444526933,3.3923644225328253,9.433443261044719,0.0,0.0,281.24745555180243,34.54923587177448,0.0,2.0680725774437962,58.380499667550176,50.07061813413136,5.053945861031342,3.2607171257372087,0.0,14.987658013300846,110.09852594578895,0.920121308534517,0.0,14.202144680320414,29.835909840096686,0.0,1.24308337503085,0.0,2.890771172386708,28.177332904446903,3.6182742065789144,0.0,501.50018197359213,6.131831297847923,3.3665895562039734,19.283859300666798,9.7331994918361,0.0,0.0,9.41036346242573,13.485658217023795,27.374140121616115,0.0,251.05857335843032
25,36.0,0.0,3.1290146495897706,46.31267145876047,185.959192282546,55.45909428502508,0.0,28.935166275637965,112.27871920585196,58.12802289686452,8.188465847493026,16.90158584270512,5.610516047095142,2.5618166148094526,289.51943953862013,23.512674412735407,7.520539373482609,0.0,39.16666433392607,38.410337198785705,13.995542384394483,0.0,0.0,9.791936568689888,118.56764332623425,1.4312998132759154,11.065184893239046,9.129950151634551,24.57074928007962,0.0,0.0,0.0,0.0,21.992064705909776,2.1709645239473487,1.4521913874137589,336.23307655047654,9.402141323366816,0.0,19.57167809619914,6.488799661224066,81.43464813140335,7.600915446212235,10.637802174916043,12.522396915807809,33.198425253874866,0.0,315.0538959792067
26,28.0,1.514824479364414,0.0,60.40783233751365,188.8648046619608,81.50806281283988,0.0,0.0,123.6693139078949,103.71862909048376,10.411049434669705,22.797487880858068,5.922211383044872,0.0,343.2873354529353,39.34774085396538,0.0,0.0,54.68553133416093,50.75651701268111,16.522515314910155,6.827126482012281,0.0,7.79358216691644,135.50587808712484,0.0,0.0,20.795997567612034,21.645660080070144,0.0,0.0,0.0,0.0,12.370536397074249,7.598375833815721,3.3314978887727413,256.4489566910414,29.84157898285989,0.0,22.1620472559902,11.207926687568841,0.0,11.944295701190654,0.0,11.880222714997155,35.528139306778364,0.0,221.52227061037973
27,31.0,0.0,0.0,36.244699402508196,185.959192282546,42.01446536744324,0.0,24.342282739822416,105.7698079475417,63.82684867106692,6.901706928601265,16.50852570682826,12.467813437989204,0.0,326.7433674792998,29.750730889583576,0.0,0.0,45.07861366734887,43.21162934863391,19.438253311659004,0.0,0.0,6.594569525852372,93.16029118489834,0.0,13.278221871886856,11.158827963108896,29.835909840096686,4.2458261064633405,1.195272475991202,1.428606596755128,4.978550352443776,13.05778841913393,10.492995199078852,1.5376144102028035,256.4489566910414,17.98670514035391,1.944086926822013,24.752416415781262,10.323090370129195,0.0,9.772605573701444,3.886889256219323,15.091093719050438,22.132283502583242,0.0,280.59487610648097
28,31.0,0.0,0.0,60.40783233751365,200.48725417961992,76.4663269687467,0.0,32.15018475070885,100.888124503809,85.48238661303606,0.0,16.90158584270512,9.974250750391363,0.0,318.4713834924822,30.230581387802665,7.349618024085276,0.0,45.07861366734887,56.24370804107907,13.412394785044713,6.011947200577978,1.5730875487895697,4.995886004433616,127.03676070667954,0.0,13.594370011693686,0.0,15.795481680051186,0.0,0.0,1.7308118383764053,8.993510314091981,0.0,0.0,4.612843230608411,267.8466880995322,21.257015165872797,0.0,26.76714798450764,13.272544761594679,0.0,5.157764052786874,7.569205393690261,22.15500992796766,27.374140121616115,1.2457112766846874,305.2084617298565
29,34.0,2.065669744587837,2.806910200367294,47.655067732927435,206.2984789384495,68.90372320260693,0.0,32.15018475070885,107.39703576211926,74.08473506463125,4.094232923746513,18.08076625033571,0.0,0.0,355.69531143316186,13.915664448353608,2.9056629397546447,5.170181443609491,59.85848700090588,52.1283147697806,6.997771192197241,3.66830676645436,0.0,4.1965442437242375,127.03676070667954,0.0,9.800592334011727,16.738241944663347,22.815695760073936,1.358664354068269,0.0,1.0439817437825938,9.15410871255791,24.05382077208882,5.970152440855209,0.0,233.65349387405996,9.402141323366816,0.0,23.88896002918424,9.43825405268955,0.0,10.858450637446051,0.0,27.613490634858245,23.879569042260865,0.0,319.9766131038818
30,18.0,0.0,3.4511190988122467,61.75022861168062,229.54337797376775,60.50083012911826,0.0,35.82449157936129,84.61584635803335,77.5040305291527,3.977254840210898,12.184864212182761,9.662555414441632,0.0,380.511263393615,29.750730889583576,14.52831469877322,2.6589504567134523,59.11949333422803,53.500112526880095,13.606777318161303,0.0,2.06467740778631,6.794404966029717,123.64911375450141,1.175710560905216,0.0,15.723803038926173,23.98573144007773,0.0,0.0,1.7857582459439103,11.081289494149049,26.11557683826786,0.0,2.8189597520384733,245.0512252825507,35.97341028070782,0.0,28.781879553234027,20.64618074025839,56.26393870896958,16.559137222105225,6.955486037445104,18.30196472310372,25.626854581938492,0.0,295.3630274805063
31,31.0,0.0,0.0,44.29907704751001,209.20409131786428,52.93822636297848,0.0,44.550970297410835,118.78763046416222,68.38590929042884,9.943137100527247,10.612623668675308,5.610516047095142,2.283358287112773,351.559319439753,23.512674412735407,14.699236048170553,0.0,46.556601000704575,54.871910283979574,7.775301324663602,0.0,0.0,19.983544017734463,162.6070537045498,0.0,9.168296054398068,12.173266868846069,15.21046384004929,0.0,0.0,0.0,0.0,46.045885477998596,0.0,5.296227412920769,267.8466880995322,17.577916387164045,0.0,24.464597620248924,22.71079881428423,48.860788878842,16.830598488041378,9.205790343677345,14.770006618645109,32.61599674064899,0.0,334.74476447790715
32,21.0,0.0,1.8866117740173618,64.43502116001456,238.26021511201208,73.94545904670011,0.0,39.49879840801373,87.87030198718848,64.9666138259074,3.2753863389972104,25.941968967872977,10.909336758240553,0.0,401.19122336065936,35.029086369993564,17.092134939733203,6.130357997422682,65.03144266765084,63.78859570512626,7.969683857780192,0.0,0.0,11.790290970463333,160.91323022846078,0.0,10.116740473818556,23.33209483195497,33.34601688010806,0.0,0.0,0.0,0.0,21.992064705909776,6.693807282170992,5.125381367342679,296.341016620759,24.936113944581553,2.8924220130766534,18.420402914069776,26.545089523189358,47.38015891281649,13.844524562743713,20.457311874838545,9.953700112565183,34.36328228032661,1.3112750280891448,383.9719357246582
33,25.0,3.2132640471366356,0.0,50.33986028126138,194.67602942079037,75.62603766139785,0.0,22.505129325496195,84.61584635803335,62.687083516226444,2.8074740048547517,26.728089239626705,11.221032094190283,3.6199582600568356,355.69531143316186,23.512674412735407,0.0,0.0,58.380499667550176,68.58988785497448,3.1101205298654406,5.706254970040115,0.0,11.190784649931299,154.13793632410452,0.0,18.968888388409795,15.723803038926173,40.9512488001327,1.9955382700377702,0.0,0.0,0.0,46.045885477998596,5.0655838892104805,1.8793065013589823,307.7387480292497,9.810930076556676,0.0,16.981308936408077,16.516944592206713,0.0,14.930369626488318,12.478960243651512,14.770006618645109,58.24285132258748,1.0490200224713158,300.2857446051814
34,39.0,0.0,0.0,63.76382302293108,235.35460273259733,61.34111943646713,0.0,39.49879840801373,104.14258013296413,88.90168207755751,3.8602767566752836,10.612623668675308,14.026290117737855,1.2252166418653905,335.0153514661176,20.633571423420868,11.280809060223914,0.0,62.81446166761729,65.84629234077549,4.665180794798161,3.2607171257372087,0.0,7.993417607093785,162.6070537045498,0.0,4.109925817488788,16.738241944663347,33.931034720109956,0.0,0.0,0.0,3.2119679693185645,33.67534908092434,5.789238730526264,0.0,296.341016620759,17.169127633974185,0.0,15.542214958746374,25.660253205749715,0.0,14.658908360552166,7.569205393690261,7.385003309322554,37.85785335968186,6.556375140445724,295.3630274805063
35,22.0,0.0,0.0,65.77741743418153,209.20409131786428,62.181408743816,0.0,19.29011085042531,102.51535231838658,82.06309114851463,5.147035675567045,12.184864212182761,12.156118102039473,0.0,326.7433674792998,19.1940199287636,6.153168578303953,4.43158409452242,59.11949333422803,63.10269682657651,16.716897848026743,0.0,0.0,6.594569525852372,154.13793632410452,0.0,8.219851634977577,10.144389057371724,50.89655208016494,0.0,0.0,0.0,0.0,27.490080882387222,5.246497599539426,3.929459048296054,307.7387480292497,25.344902697771413,0.0,13.527483390019993,17.10683547049981,39.977009082688916,7.600915446212235,10.228655937419273,18.62305182350905,30.286282687745487,0.0,310.13117885453164
36,25.0,2.8919376424229717,2.1166863806048446,44.9702751845935,226.63776559435297,54.61880497767622,0.0,32.15018475070885,110.65149139127439,68.38590929042884,7.837531596886182,7.075082445783539,7.168992726843792,1.2252166418653905,306.0634075122556,23.992524910954497,4.273033734933301,5.022461973792076,51.72955666744952,59.67320243382779,0.0,0.0,0.0,10.990949209753953,145.6688189436592,0.0,4.742222097102449,8.115511245897379,38.61117744012512,0.0,0.0,0.0,0.0,41.92237334564051,7.779289544144667,0.0,359.028539367458,12.672451348885707,0.0,14.966577367681694,9.7331994918361,23.690079456408245,7.329454180276083,3.682316137470938,16.054355020266424,21.549854989357367,0.0,280.59487610648097
37,44.0,2.5247074656073565,1.6105222461123818,67.1198137083485,197.58164180020518,54.61880497767622,1.023751504455767,45.928835358155496,131.80545298078272,83.2028563033551,6.199838427387577,28.69338991901102,19.325110828883265,1.4479833040227341,310.1993995056645,17.27461793588724,10.597123662634585,2.141932312352503,59.85848700090588,52.1283147697806,6.414623592847471,2.445537844302907,0.0,9.59210112851254,138.89352503930297,1.840242617069034,11.381333033045877,0.0,20.47562440006635,0.0,0.0,0.6868300945938116,2.569574375454852,25.42832481620818,18.091371032894575,0.0,302.0398823250043,11.854873842505985,0.0,10.073657843631908,10.028144930982647,0.0,0.0,9.8195096999225,12.522396915807809,43.68213849194061,0.0,285.51759323115607
38,47.0,2.3869961493015004,0.0,50.33986028126138,188.8648046619608,60.50083012911826,0.0,35.82449157936129,109.02426357669682,113.97651548404808,4.679123341424586,12.970984483936489,16.519852805335695,1.4479833040227341,301.9274155188467,25.911926903830857,3.2475056385493084,5.022461973792076,48.773582000738124,58.98730355527805,10.496656788295862,0.0,0.0,8.592923927625819,167.688524132817,0.0,13.594370011693686,17.752680850400516,27.495838480089102,0.0,0.0,0.714303298377564,2.2483775785229954,28.177332904446903,7.417462123486776,0.0,330.53421084623113,24.936113944581553,0.0,10.073657843631908,13.272544761594679,0.0,7.600915446212235,10.842375293664428,15.412180819455767,44.84699551839236,0.0,300.2857446051814
39,56.0,0.0,2.3007460658748315,53.695850966678805,203.3928665590347,65.54256597321145,0.0,32.60947310429041,128.5509973516276,79.78356083883365,2.8074740048547517,22.011367609104344,0.0,0.0,310.1993995056645,23.992524910954497,0.0,2.3635115170786243,73.89936666778503,47.327022619932386,6.414623592847471,2.241743023944331,1.4747695769902216,8.792759367803162,150.75028937192639,0.0,7.587555355363918,13.694925227451828,21.06064224006825,0.0,4.207359115489031,0.0,3.0513695708526365,23.36656875002914,0.0,1.5376144102028035,290.6421509165136,10.219718829746538,0.0,11.51275182129361,6.783745100370615,87.35716799550539,10.315528105573748,14.320118312386981,9.311525911754526,28.538997148067864,1.5735300337069735,305.2084617298565
